message number,latency (usec),message size,interval (usec),
9154,2722,4,100000,
9155,2445.5,4,100000,
9156,23685.5,4,100000,
9157,3041.5,4,100000,
9158,46222.5,4,100000,
9159,2321,4,100000,
9160,2965,4,100000,
9161,2744,4,100000,
9162,2595.5,4,100000,
9163,2156,4,100000,
9164,2814,4,100000,
9165,2575.5,4,100000,
9166,2425.5,4,100000,
9167,2941,4,100000,
9168,2854.5,4,100000,
9169,2395.5,4,100000,
9170,2127.5,4,100000,
9171,2995.5,4,100000,
9172,2576,4,100000,
9173,2300,4,100000,
9174,1995,4,100000,
9175,2726.5,4,100000,
9176,2422,4,100000,
9177,2322,4,100000,
9178,2845,4,100000,
9179,2565,4,100000,
9180,2299.5,4,100000,
9181,2003,4,100000,
9182,2721,4,100000,
9183,2435.5,4,100000,
9184,2148,4,100000,
9185,2880,4,100000,
9186,2584.5,4,100000,
9187,2295.5,4,100000,
9188,2001.5,4,100000,
9189,2729.5,4,100000,
9190,2436.5,4,100000,
9191,2156,4,100000,
9192,18723,4,100000,
9193,2793,4,100000,
9194,2347.5,4,100000,
9195,2248,4,100000,
9196,2724.5,4,100000,
9197,2485.5,4,100000,
9198,2183,4,100000,
9199,2864.5,4,100000,
9200,2570,4,100000,
9201,2336.5,4,100000,
9202,2211,4,100000,
9203,2709.5,4,100000,
9204,2471.5,4,100000,
9205,2184,4,100000,
9206,2847.5,4,100000,
9207,2557,4,100000,
9208,2321,4,100000,
9209,2043,4,100000,
9210,2692.5,4,100000,
9211,2468,4,100000,
9212,2186.5,4,100000,
9213,2898.5,4,100000,
9214,3552.5,4,100000,
9215,2299.5,4,100000,
9216,1997.5,4,100000,
9217,2701,4,100000,
9218,2410.5,4,100000,
9219,2129,4,100000,
9220,2832,4,100000,
9221,40335.5,4,100000,
9222,3249.5,4,100000,
9223,2152,4,100000,
9224,2674.5,4,100000,
9225,2398.5,4,100000,
9226,2102,4,100000,
9227,2817,4,100000,
9228,2524.5,4,100000,
9229,2243.5,4,100000,
9230,1948.5,4,100000,
9231,2676.5,4,100000,
9232,2396.5,4,100000,
9233,2153,4,100000,
9234,2855,4,100000,
9235,2558,4,100000,
9236,2263,4,100000,
9237,2269.5,4,100000,
9238,2689,4,100000,
9239,2410.5,4,100000,
9240,2175.5,4,100000,
9241,2831,4,100000,
9242,2536.5,4,100000,
9243,2308,4,100000,
9244,2035,4,100000,
9245,2744,4,100000,
9246,2431.5,4,100000,
9247,2173.5,4,100000,
9248,2860,4,100000,
9249,2333.5,4,100000,
9250,2313.5,4,100000,
9251,2034.5,4,100000,
9252,2761.5,4,100000,
9253,2468.5,4,100000,
9254,2195.5,4,100000,
9255,2857,4,100000,
9256,2603.5,4,100000,
9257,2314.5,4,100000,
9258,2992.5,4,100000,
9259,2963,4,100000,
9260,3415,4,100000,
9261,2380,4,100000,
9262,2869,4,100000,
9263,2569.5,4,100000,
9264,3311,4,100000,
9265,1999.5,4,100000,
9266,2696,4,100000,
9267,2571.5,4,100000,
9268,3111,4,100000,
9269,2829.5,4,100000,
9270,3026,4,100000,
9271,2231,4,100000,
9272,1951.5,4,100000,
9273,2662,4,100000,
9274,2375,4,100000,
9275,2092.5,4,100000,
9276,2996,4,100000,
9277,2516.5,4,100000,
9278,2257.5,4,100000,
9279,2213.5,4,100000,
9280,2639.5,4,100000,
9281,2553.5,4,100000,
9282,2071.5,4,100000,
9283,2794.5,4,100000,
9284,2492.5,4,100000,
9285,2413,4,100000,
9286,2864.5,4,100000,
9287,2550.5,4,100000,
9288,2306.5,4,100000,
9289,3151,4,100000,
9290,24409,4,100000,
9291,2636.5,4,100000,
9292,2157,4,100000,
9293,2838.5,4,100000,
9294,2551.5,4,100000,
9295,2445.5,4,100000,
9296,2026.5,4,100000,
9297,2684,4,100000,
9298,2446.5,4,100000,
9299,2160,4,100000,
9300,2865,4,100000,
9301,2582,4,100000,
9302,2294,4,100000,
9303,2174.5,4,100000,
9304,2711.5,4,100000,
9305,2608.5,4,100000,
9306,3103.5,4,100000,
9307,3035.5,4,100000,
9308,2604,4,100000,
9309,2228,4,100000,
9310,2945.5,4,100000,
9311,2639.5,4,100000,
9312,2348,4,100000,
9313,2203.5,4,100000,
9314,2796.5,4,100000,
9315,2539.5,4,100000,
9316,2844,4,100000,
9317,2951,4,100000,
9318,2839.5,4,100000,
9319,2364.5,4,100000,
9320,2087.5,4,100000,
9321,1838,4,100000,
9322,2509.5,4,100000,
9323,2354.5,4,100000,
9324,2923.5,4,100000,
9325,2648,4,100000,
9326,2338,4,100000,
9327,2234.5,4,100000,
9328,2713.5,4,100000,
9329,2431.5,4,100000,
9330,2115,4,100000,
9331,2828.5,4,100000,
9332,2465,4,100000,
9333,13573,4,100000,
9334,2872,4,100000,
9335,2594.5,4,100000,
9336,2536.5,4,100000,
9337,1997.5,4,100000,
9338,2854,4,100000,
9339,2369,4,100000,
9340,2121,4,100000,
9341,2778.5,4,100000,
9342,2584,4,100000,
9343,2162,4,100000,
9344,2842.5,4,100000,
9345,2712,4,100000,
9346,2300,4,100000,
9347,2037,4,100000,
9348,2745.5,4,100000,
9349,2413.5,4,100000,
9350,2162,4,100000,
9351,2847.5,4,100000,
9352,3587.5,4,100000,
9353,2510,4,100000,
9354,2972.5,4,100000,
9355,2744.5,4,100000,
9356,2444.5,4,100000,
9357,2153.5,4,100000,
9358,2868.5,4,100000,
9359,2601,4,100000,
9360,2338.5,4,100000,
9361,2070,4,100000,
9362,2820,4,100000,
9363,2549,4,100000,
9364,2240.5,4,100000,
9365,1953.5,4,100000,
9366,2660,4,100000,
9367,2348,4,100000,
9368,2063.5,4,100000,
9369,2786.5,4,100000,
9370,2645.5,4,100000,
9371,12740.5,4,100000,
9372,2939,4,100000,
9373,2632.5,4,100000,
9374,3368,4,100000,
9375,2128,4,100000,
9376,2791.5,4,100000,
9377,2504,4,100000,
9378,2205.5,4,100000,
9379,2935.5,4,100000,
9380,2636,4,100000,
9381,2362.5,4,100000,
9382,3066,4,100000,
9383,2788.5,4,100000,
9384,2602.5,4,100000,
9385,2378.5,4,100000,
9386,3088.5,4,100000,
9387,2660,4,100000,
9388,2638,4,100000,
9389,2125,4,100000,
9390,2792.5,4,100000,
9391,2547,4,100000,
9392,2249.5,4,100000,
9393,2933,4,100000,
9394,2676.5,4,100000,
9395,2399.5,4,100000,
9396,3228.5,4,100000,
9397,2774,4,100000,
9398,3483.5,4,100000,
9399,2188,4,100000,
9400,2881.5,4,100000,
9401,2649.5,4,100000,
9402,2355,4,100000,
9403,2059,4,100000,
9404,2765.5,4,100000,
9405,2505.5,4,100000,
9406,3431.5,4,100000,
9407,1920,4,100000,
9408,3206,4,100000,
9409,2339.5,4,100000,
9410,3053,4,100000,
9411,2754.5,4,100000,
9412,2468,4,100000,
9413,2179,4,100000,
9414,2900.5,4,100000,
9415,2623,4,100000,
9416,2321,4,100000,
9417,2035,4,100000,
9418,2921,4,100000,
9419,2400.5,4,100000,
9420,2113,4,100000,
9421,2842,4,100000,
9422,2555.5,4,100000,
9423,2307.5,4,100000,
9424,2981.5,4,100000,
9425,2711,4,100000,
9426,2538.5,4,100000,
9427,3100,4,100000,
9428,2964,4,100000,
9429,2484,4,100000,
9430,2244.5,4,100000,
9431,2175,4,100000,
9432,2643,4,100000,
9433,2512.5,4,100000,
9434,2092,4,100000,
9435,2778,4,100000,
9436,2453,4,100000,
9437,2217.5,4,100000,
9438,2906.5,4,100000,
9439,2668.5,4,100000,
9440,2377,4,100000,
9441,3029,4,100000,
9442,2780,4,100000,
9443,2502,4,100000,
9444,3184.5,4,100000,
9445,2913.5,4,100000,
9446,2621,4,100000,
9447,2527,4,100000,
9448,2959.5,4,100000,
9449,2729,4,100000,
9450,2454.5,4,100000,
9451,2162,4,100000,
9452,42340,4,100000,
9453,2595.5,4,100000,
9454,3216,4,100000,
9455,2015.5,4,100000,
9456,2693,4,100000,
9457,2425,4,100000,
9458,3136,4,100000,
9459,2850.5,4,100000,
9460,2757,4,100000,
9461,2312.5,4,100000,
9462,2047.5,4,100000,
9463,2819,4,100000,
9464,2503,4,100000,
9465,2287,4,100000,
9466,2023,4,100000,
9467,2688,4,100000,
9468,2424,4,100000,
9469,2126.5,4,100000,
9470,3065.5,4,100000,
9471,2564,4,100000,
9472,2266.5,4,100000,
9473,2991,4,100000,
9474,2707.5,4,100000,
9475,2477,4,100000,
9476,3120.5,4,100000,
9477,2843,4,100000,
9478,2575.5,4,100000,
9479,2303,4,100000,
9480,2036.5,4,100000,
9481,2708.5,4,100000,
9482,2461.5,4,100000,
9483,3137.5,4,100000,
9484,2825.5,4,100000,
9485,2619.5,4,100000,
9486,2317,4,100000,
9487,2032.5,4,100000,
9488,2909,4,100000,
9489,2666.5,4,100000,
9490,2164,4,100000,
9491,2844,4,100000,
9492,2581,4,100000,
9493,2259,4,100000,
9494,2960.5,4,100000,
9495,2674,4,100000,
9496,2396.5,4,100000,
9497,2101,4,100000,
9498,2815,4,100000,
9499,2524,4,100000,
9500,2233,4,100000,
9501,2962,4,100000,
9502,2788,4,100000,
9503,2370.5,4,100000,
9504,2101.5,4,100000,
9505,2803,4,100000,
9506,2521,4,100000,
9507,2287.5,4,100000,
9508,2932.5,4,100000,
9509,2655.5,4,100000,
9510,2359,4,100000,
9511,2124.5,4,100000,
9512,2798.5,4,100000,
9513,2508.5,4,100000,
9514,2288.5,4,100000,
9515,2005.5,4,100000,
9516,2654.5,4,100000,
9517,2525.5,4,100000,
9518,2122,4,100000,
9519,2818.5,4,100000,
9520,2521,4,100000,
9521,2484,4,100000,
9522,2947.5,4,100000,
9523,2695,4,100000,
9524,2412.5,4,100000,
9525,2301,4,100000,
9526,2826.5,4,100000,
9527,2512,4,100000,
9528,2208.5,4,100000,
9529,2933,4,100000,
9530,2673.5,4,100000,
9531,2541,4,100000,
9532,3027.5,4,100000,
9533,2793,4,100000,
9534,2510,4,100000,
9535,2249.5,4,100000,
9536,1948,4,100000,
9537,2654,4,100000,
9538,2367,4,100000,
9539,2078,4,100000,
9540,2808,4,100000,
9541,2498,4,100000,
9542,2197.5,4,100000,
9543,1960,4,100000,
9544,2633.5,4,100000,
9545,2352,4,100000,
9546,2054,4,100000,
9547,2766.5,4,100000,
9548,2476.5,4,100000,
9549,3180.5,4,100000,
9550,2912.5,4,100000,
9551,2635.5,4,100000,
9552,2327.5,4,100000,
9553,2101.5,4,100000,
9554,2760,4,100000,
9555,2460.5,4,100000,
9556,2196,4,100000,
9557,16764,4,100000,
9558,2804,4,100000,
9559,2400.5,4,100000,
9560,2136,4,100000,
9561,2832.5,4,100000,
9562,2830.5,4,100000,
9563,2364,4,100000,
9564,2077.5,4,100000,
9565,2806.5,4,100000,
9566,2765.5,4,100000,
9567,2305.5,4,100000,
9568,3011.5,4,100000,
9569,2797,4,100000,
9570,2698,4,100000,
9571,2458.5,4,100000,
9572,3070,4,100000,
9573,2766,4,100000,
9574,2499,4,100000,
9575,2282,4,100000,
9576,2976.5,4,100000,
9577,2670.5,4,100000,
9578,2399.5,4,100000,
9579,3155.5,4,100000,
9580,2901,4,100000,
9581,3616,4,100000,
9582,2338,4,100000,
9583,3094.5,4,100000,
9584,2823.5,4,100000,
9585,2511.5,4,100000,
9586,2325.5,4,100000,
9587,2044.5,4,100000,
9588,2735,4,100000,
9589,2493.5,4,100000,
9590,2209.5,4,100000,
9591,2918,4,100000,
9592,2491.5,4,100000,
9593,2348.5,4,100000,
9594,2059,4,100000,
9595,2981.5,4,100000,
9596,2550,4,100000,
9597,2252.5,4,100000,
9598,2108.5,4,100000,
9599,2668,4,100000,
9600,2373,4,100000,
9601,2098,4,100000,
9602,2776,4,100000,
9603,2539.5,4,100000,
9604,2249.5,4,100000,
9605,1972,4,100000,
9606,2712.5,4,100000,
9607,2433,4,100000,
9608,3158.5,4,100000,
9609,2876.5,4,100000,
9610,2589.5,4,100000,
9611,2497,4,100000,
9612,2042,4,100000,
9613,2933.5,4,100000,
9614,2477,4,100000,
9615,2250,4,100000,
9616,3125.5,4,100000,
9617,2627,4,100000,
9618,2377,4,100000,
9619,2096,4,100000,
9620,2766.5,4,100000,
9621,2623,4,100000,
9622,3178,4,100000,
9623,2884.5,4,100000,
9624,2594.5,4,100000,
9625,3350,4,100000,
9626,3056,4,100000,
9627,2817,4,100000,
9628,2668,4,100000,
9629,2287,4,100000,
9630,2951,4,100000,
9631,2750,4,100000,
9632,2484,4,100000,
9633,2191,4,100000,
9634,1932.5,4,100000,
9635,2678,4,100000,
9636,3403,4,100000,
9637,2272.5,4,100000,
9638,2837,4,100000,
9639,2557,4,100000,
9640,2256.5,4,100000,
9641,1980,4,100000,
9642,2692,4,100000,
9643,2438.5,4,100000,
9644,2177,4,100000,
9645,3145,4,100000,
9646,2645.5,4,100000,
9647,2356,4,100000,
9648,3105,4,100000,
9649,2822,4,100000,
9650,2552.5,4,100000,
9651,2322,4,100000,
9652,2026,4,100000,
9653,2894.5,4,100000,
9654,2480.5,4,100000,
9655,2210.5,4,100000,
9656,2872.5,4,100000,
9657,2756.5,4,100000,
9658,2340.5,4,100000,
9659,2065,4,100000,
9660,2769.5,4,100000,
9661,2558,4,100000,
9662,2470,4,100000,
9663,3003.5,4,100000,
9664,2699.5,4,100000,
9665,2507.5,4,100000,
9666,2207,4,100000,
9667,2112,4,100000,
9668,2659.5,4,100000,
9669,2360,4,100000,
9670,3314,4,100000,
9671,2997,4,100000,
9672,3723.5,4,100000,
9673,2622,4,100000,
9674,2991.5,4,100000,
9675,2762.5,4,100000,
9676,2682,4,100000,
9677,3211.5,4,100000,
9678,2942,4,100000,
9679,2682.5,4,100000,
9680,3429.5,4,100000,
9681,2155,4,100000,
9682,3284.5,4,100000,
9683,2644.5,4,100000,
9684,2551,4,100000,
9685,2174,4,100000,
9686,2855,4,100000,
9687,2628.5,4,100000,
9688,2365.5,4,100000,
9689,2106,4,100000,
9690,2844,4,100000,
9691,2571,4,100000,
9692,2309.5,4,100000,
9693,2049,4,100000,
9694,2794.5,4,100000,
9695,2536,4,100000,
9696,2263,4,100000,
9697,1965,4,100000,
9698,2704.5,4,100000,
9699,2429.5,4,100000,
9700,2208,4,100000,
9701,2917.5,4,100000,
9702,2830,4,100000,
9703,2338.5,4,100000,
9704,3243.5,4,100000,
9705,2783,4,100000,
9706,2487,4,100000,
9707,2254,4,100000,
9708,1950.5,4,100000,
9709,2617.5,4,100000,
9710,2338,4,100000,
9711,3062,4,100000,
9712,2783.5,4,100000,
9713,2483.5,4,100000,
9714,2248.5,4,100000,
9715,2925.5,4,100000,
9716,2703,4,100000,
9717,3347.5,4,100000,
9718,3062.5,4,100000,
9719,2833.5,4,100000,
9720,2533.5,4,100000,
9721,2443.5,4,100000,
9722,2909.5,4,100000,
9723,2707.5,4,100000,
9724,40166.5,4,100000,
9725,2139,4,100000,
9726,2989.5,4,100000,
9727,2505,4,100000,
9728,4216.5,4,100000,
9729,2890.5,4,100000,
9730,2644.5,4,100000,
9731,2447,4,100000,
9732,3030.5,4,100000,
9733,2793.5,4,100000,
9734,2512,4,100000,
9735,2440,4,100000,
9736,2029.5,4,100000,
9737,2679.5,4,100000,
9738,2390.5,4,100000,
9739,3091.5,4,100000,
9740,2814,4,100000,
9741,2512.5,4,100000,
9742,2222.5,4,100000,
9743,2947,4,100000,
9744,2654.5,4,100000,
9745,2560,4,100000,
9746,2071.5,4,100000,
9747,2764,4,100000,
9748,2481,4,100000,
9749,2203.5,4,100000,
9750,1956.5,4,100000,
9751,2620,4,100000,
9752,2372.5,4,100000,
9753,3020.5,4,100000,
9754,2729,4,100000,
9755,2481,4,100000,
9756,2210.5,4,100000,
9757,1929,4,100000,
9758,2562.5,4,100000,
9759,2326,4,100000,
9760,3040,4,100000,
9761,2761.5,4,100000,
9762,2516.5,4,100000,
9763,3189,4,100000,
9764,2895,4,100000,
9765,2690.5,4,100000,
9766,2401,4,100000,
9767,2062.5,4,100000,
9768,2747.5,4,100000,
9769,2521,4,100000,
9770,2415,4,100000,
9771,3121.5,4,100000,
9772,2619,4,100000,
9773,2773,4,100000,
9774,2070,4,100000,
9775,2803.5,4,100000,
9776,2496,4,100000,
9777,2175,4,100000,
9778,2920.5,4,100000,
9779,2639.5,4,100000,
9780,2322.5,4,100000,
9781,2083,4,100000,
9782,2809.5,4,100000,
9783,2542,4,100000,
9784,2424.5,4,100000,
9785,1956,4,100000,
9786,2714.5,4,100000,
9787,2429.5,4,100000,
9788,2224,4,100000,
9789,2928.5,4,100000,
9790,2666,4,100000,
9791,2432,4,100000,
9792,2185,4,100000,
9793,2869.5,4,100000,
9794,2605.5,4,100000,
9795,2404,4,100000,
9796,2096.5,4,100000,
9797,2817.5,4,100000,
9798,2596,4,100000,
9799,2344.5,4,100000,
9800,2074.5,4,100000,
9801,2824.5,4,100000,
9802,2560.5,4,100000,
9803,2302,4,100000,
9804,2016.5,4,100000,
9805,2783,4,100000,
9806,2478,4,100000,
9807,2221,4,100000,
9808,2957,4,100000,
9809,2678,4,100000,
9810,2398.5,4,100000,
9811,2104.5,4,100000,
9812,2870,4,100000,
9813,2579.5,4,100000,
9814,2276,4,100000,
9815,2053.5,4,100000,
9816,3083,4,100000,
9817,2433,4,100000,
9818,2339.5,4,100000,
9819,1912,4,100000,
9820,2602.5,4,100000,
9821,2282.5,4,100000,
9822,2040.5,4,100000,
9823,2712,4,100000,
9824,2462.5,4,100000,
9825,2186,4,100000,
9826,3082,4,100000,
9827,2623,4,100000,
9828,2332,4,100000,
9829,2047,4,100000,
9830,2766.5,4,100000,
9831,2482.5,4,100000,
9832,2161.5,4,100000,
9833,2877.5,4,100000,
9834,2624.5,4,100000,
9835,2327.5,4,100000,
9836,2038.5,4,100000,
9837,2738.5,4,100000,
9838,2470,4,100000,
9839,2345,4,100000,
9840,2831.5,4,100000,
9841,20195,4,100000,
9842,2501.5,4,100000,
9843,2032,4,100000,
9844,2768,4,100000,
9845,2675.5,4,100000,
9846,2181,4,100000,
9847,3091,4,100000,
9848,2600.5,4,100000,
9849,2319.5,4,100000,
9850,2022,4,100000,
9851,2754.5,4,100000,
9852,2455.5,4,100000,
9853,2149.5,4,100000,
9854,2884,4,100000,
9855,2724.5,4,100000,
9856,2325,4,100000,
9857,2987,4,100000,
9858,2723.5,4,100000,
9859,2442,4,100000,
9860,2160.5,4,100000,
9861,1898.5,4,100000,
9862,2547.5,4,100000,
9863,2335.5,4,100000,
9864,2522.5,4,100000,
9865,2738.5,4,100000,
9866,2499.5,4,100000,
9867,2196.5,4,100000,
9868,2879.5,4,100000,
9869,2781,4,100000,
9870,2318,4,100000,
9871,2042.5,4,100000,
9872,2714.5,4,100000,
9873,2453.5,4,100000,
9874,2224,4,100000,
9875,3133.5,4,100000,
9876,2629.5,4,100000,
9877,2306.5,4,100000,
9878,2019.5,4,100000,
9879,2767,4,100000,
9880,2636.5,4,100000,
9881,2157.5,4,100000,
9882,2878.5,4,100000,
9883,2626.5,4,100000,
9884,2361.5,4,100000,
9885,2021.5,4,100000,
9886,2755.5,4,100000,
9887,2644.5,4,100000,
9888,2187.5,4,100000,
9889,2934,4,100000,
9890,2671.5,4,100000,
9891,2401,4,100000,
9892,2169,4,100000,
9893,2886.5,4,100000,
9894,2785.5,4,100000,
9895,2320.5,4,100000,
9896,2111.5,4,100000,
9897,2795,4,100000,
9898,2539.5,4,100000,
9899,2334,4,100000,
9900,2026,4,100000,
9901,2751.5,4,100000,
9902,2545.5,4,100000,
9903,2271.5,4,100000,
9904,2979,4,100000,
9905,2718.5,4,100000,
9906,2477.5,4,100000,
9907,3161,4,100000,
9908,2872.5,4,100000,
9909,2632,4,100000,
9910,3311.5,4,100000,
9911,2053.5,4,100000,
9912,2801.5,4,100000,
9913,2491,4,100000,
9914,2178,4,100000,
9915,1898.5,4,100000,
9916,2585.5,4,100000,
9917,2316.5,4,100000,
9918,3034,4,100000,
9919,2747,4,100000,
9920,2465.5,4,100000,
9921,2395,4,100000,
9922,1902.5,4,100000,
9923,2626.5,4,100000,
9924,2373.5,4,100000,
9925,2072.5,4,100000,
9926,2789,4,100000,
9927,2490.5,4,100000,
9928,3194.5,4,100000,
9929,2915.5,4,100000,
9930,2617.5,4,100000,
9931,2386,4,100000,
9932,2833.5,4,100000,
9933,2764.5,4,100000,
9934,2479.5,4,100000,
9935,3156,4,100000,
9936,2910,4,100000,
9937,2804,4,100000,
9938,2527,4,100000,
9939,3027,4,100000,
9940,2739.5,4,100000,
9941,2433.5,4,100000,
9942,2190,4,100000,
9943,3112.5,4,100000,
9944,2627,4,100000,
9945,2375,4,100000,
9946,2081,4,100000,
9947,NULL,4,100000,
9948,2738,4,100000,
9949,2222.5,4,100000,
9950,2933.5,4,100000,
9951,2646,4,100000,
9952,2366,4,100000,
9953,2080.5,4,100000,
9954,2805.5,4,100000,
9955,2509.5,4,100000,
9956,2215.5,4,100000,
9957,2927,4,100000,
9958,2643,4,100000,
9959,2507,4,100000,
9960,2068.5,4,100000,
9961,2783,4,100000,
9962,2478,4,100000,
9963,2221,4,100000,
9964,2009.5,4,100000,
9965,2671,4,100000,
9966,2368.5,4,100000,
9967,3085,4,100000,
9968,2803,4,100000,
9969,2690,4,100000,
9970,2380,4,100000,
9971,2930.5,4,100000,
9972,2643,4,100000,
9973,2358,4,100000,
9974,22627.5,4,100000,
9975,2761.5,4,100000,
9976,2483,4,100000,
9977,2405,4,100000,
9978,1927,4,100000,
9979,2675,4,100000,
9980,2329,4,100000,
9981,2295.5,4,100000,
9982,2756.5,4,100000,
9983,2519,4,100000,
9984,2242,4,100000,
9985,3105,4,100000,
9986,2654.5,4,100000,
9987,2540,4,100000,
9988,3018.5,4,100000,
9989,2736,4,100000,
9990,2488.5,4,100000,
9991,3128.5,4,100000,
9992,2863.5,4,100000,
9993,2609,4,100000,
9994,2322.5,4,100000,
9995,2017,4,100000,
9996,2747,4,100000,
9997,2417,4,100000,
9998,2146.5,4,100000,
9999,3111,4,100000,
10000,2633.5,4,100000,
10001,2365.5,4,100000,
10002,2090.5,4,100000,
10003,2835,4,100000,
10004,2556,4,100000,
10005,2307,4,100000,
10006,2036,4,100000,
10007,2777.5,4,100000,
10008,2513.5,4,100000,
10009,2247,4,100000,
10010,2035,4,100000,
10011,2738,4,100000,
10012,2476,4,100000,
10013,2271.5,4,100000,
10014,2973.5,4,100000,
10015,2747.5,4,100000,
10016,2429,4,100000,
10017,2211,4,100000,
10018,2895.5,4,100000,
10019,2691,4,100000,
10020,2399,4,100000,
10021,2107.5,4,100000,
10022,2861,4,100000,
10023,2571.5,4,100000,
10024,2322.5,4,100000,
10025,2965,4,100000,
10026,2741,4,100000,
10027,2393.5,4,100000,
10028,2164,4,100000,
10029,2901.5,4,100000,
10030,2645,4,100000,
10031,2563.5,4,100000,
10032,2113,4,100000,
10033,2793.5,4,100000,
10034,2503,4,100000,
10035,3420.5,4,100000,
10036,2962,4,100000,
10037,2845.5,4,100000,
10038,2374.5,4,100000,
10039,3108,4,100000,
10040,2813,4,100000,
10041,2551,4,100000,
10042,2307,4,100000,
10043,2021.5,4,100000,
10044,3734.5,4,100000,
10045,2399.5,4,100000,
10046,2168.5,4,100000,
10047,3083,4,100000,
10048,2537,4,100000,
10049,3274.5,4,100000,
10050,2972.5,4,100000,
10051,2739,4,100000,
10052,2412.5,4,100000,
10053,5276.5,4,100000,
10054,2867.5,4,100000,
10055,2616,4,100000,
10056,2365,4,100000,
10057,2062.5,4,100000,
10058,2802.5,4,100000,
10059,3492.5,4,100000,
10060,2252.5,4,100000,
10061,1975,4,100000,
10062,2700,4,100000,
10063,2421,4,100000,
10064,2134,4,100000,
10065,2855,4,100000,
10066,2559,4,100000,
10067,2270,4,100000,
10068,2973,4,100000,
10069,2883,4,100000,
10070,2395,4,100000,
10071,2132,4,100000,
10072,2838.5,4,100000,
10073,2742.5,4,100000,
10074,3345.5,4,100000,
10075,2079.5,4,100000,
10076,2772.5,4,100000,
10077,2475,4,100000,
10078,2262,4,100000,
10079,3011.5,4,100000,
10080,2648.5,4,100000,
10081,5454.5,4,100000,
10082,3134.5,4,100000,
10083,2819.5,4,100000,
10084,2546.5,4,100000,
10085,2294.5,4,100000,
10086,2013,4,100000,
10087,2916,4,100000,
10088,2359.5,4,100000,
10089,2174,4,100000,
10090,2642,4,100000,
10091,2602.5,4,100000,
10092,2453,4,100000,
10093,2014.5,4,100000,
10094,2738.5,4,100000,
10095,2439.5,4,100000,
10096,2131,4,100000,
10097,2865.5,4,100000,
10098,2577,4,100000,
10099,2290.5,4,100000,
10100,1999.5,4,100000,
10101,2726.5,4,100000,
10102,2434,4,100000,
10103,2149,4,100000,
10104,2881,4,100000,
10105,2601.5,4,100000,
10106,2324,4,100000,
10107,2039,4,100000,
10108,2786,4,100000,
10109,2530.5,4,100000,
10110,2240.5,4,100000,
10111,2049.5,4,100000,
10112,2747.5,4,100000,
10113,2486,4,100000,
10114,3246,4,100000,
10115,2966,4,100000,
10116,2709,4,100000,
10117,2455.5,4,100000,
10118,2206.5,4,100000,
10119,2918.5,4,100000,
10120,33974.5,4,100000,
10121,2589.5,4,100000,
10122,3251,4,100000,
10123,2880,4,100000,
10124,2786,4,100000,
10125,2335.5,4,100000,
10126,3094.5,4,100000,
10127,2794,4,100000,
10128,2537,4,100000,
10129,2272,4,100000,
10130,2010,4,100000,
10131,2744.5,4,100000,
10132,2477.5,4,100000,
10133,2210,4,100000,
10134,3101.5,4,100000,
10135,2663.5,4,100000,
10136,2364,4,100000,
10137,2064,4,100000,
10138,3175.5,4,100000,
10139,2503.5,4,100000,
10140,2266.5,4,100000,
10141,2927.5,4,100000,
10142,2672,4,100000,
10143,2617,4,100000,
10144,2152,4,100000,
10145,3015,4,100000,
10146,2512.5,4,100000,
10147,2270.5,4,100000,
10148,1972,4,100000,
10149,2623,4,100000,
10150,2377,4,100000,
10151,2119,4,100000,
10152,3800.5,4,100000,
10153,2500,4,100000,
10154,2263.5,4,100000,
10155,1959.5,4,100000,
10156,2658,4,100000,
10157,18589.5,4,100000,
10158,2096.5,4,100000,
10159,2847,4,100000,
10160,2746.5,4,100000,
10161,2254,4,100000,
10162,1971.5,4,100000,
10163,2684,4,100000,
10164,2387,4,100000,
10165,2044.5,4,100000,
10166,2789,4,100000,
10167,2512.5,4,100000,
10168,2347.5,4,100000,
10169,3135,4,100000,
10170,2621,4,100000,
10171,2350.5,4,100000,
10172,2069.5,4,100000,
10173,2810.5,4,100000,
10174,2702,4,100000,
10175,2198.5,4,100000,
10176,2993.5,4,100000,
10177,2632.5,4,100000,
10178,3381,4,100000,
10179,3083,4,100000,
10180,2734.5,4,100000,
10181,2379,4,100000,
10182,2098.5,4,100000,
10183,2757.5,4,100000,
10184,2465,4,100000,
10185,2143.5,4,100000,
10186,1843,4,100000,
10187,2249.5,4,100000,
10188,2176.5,4,100000,
10189,2893.5,4,100000,
10190,2563,4,100000,
10191,2655,4,100000,
10192,1963.5,4,100000,
10193,2911.5,4,100000,
10194,2404.5,4,100000,
10195,2365.5,4,100000,
10196,2798.5,4,100000,
10197,2514,4,100000,
10198,2274,4,100000,
10199,2950.5,4,100000,
10200,2864.5,4,100000,
10201,2399,4,100000,
10202,3295,4,100000,
10203,2798,4,100000,
10204,2696.5,4,100000,
10205,2234.5,4,100000,
10206,2867.5,4,100000,
10207,2730,4,100000,
10208,2362.5,4,100000,
10209,2079,4,100000,
10210,2824,4,100000,
10211,2535,4,100000,
10212,2253.5,4,100000,
10213,2920.5,4,100000,
10214,2711.5,4,100000,
10215,2423,4,100000,
10216,2147,4,100000,
10217,2875,4,100000,
10218,2605.5,4,100000,
10219,2326.5,4,100000,
10220,3003,4,100000,
10221,2959,4,100000,
10222,2508,4,100000,
10223,2223,4,100000,
10224,2209,4,100000,
