message number,latency (usec),message size,interval (usec),
5403,2376.5,4,100000,
5404,2235.5,4,100000,
5405,2795.5,4,100000,
5406,2568,4,100000,
5407,2233.5,4,100000,
5408,2988,4,100000,
5409,2722.5,4,100000,
5410,3391,4,100000,
5411,2197,4,100000,
5412,2872.5,4,100000,
5413,2610,4,100000,
5414,2343.5,4,100000,
5415,2100,4,100000,
5416,2796.5,4,100000,
5417,2498,4,100000,
5418,2230,4,100000,
5419,1967,4,100000,
5420,2644,4,100000,
5421,2446,4,100000,
5422,2180,4,100000,
5423,2843.5,4,100000,
5424,2729,4,100000,
5425,2285.5,4,100000,
5426,2012.5,4,100000,
5427,2701,4,100000,
5428,2491.5,4,100000,
5429,2238,4,100000,
5430,1964,4,100000,
5431,2661.5,4,100000,
5432,2442.5,4,100000,
5433,2172,4,100000,
5434,2900,4,100000,
5435,2609.5,4,100000,
5436,2321,4,100000,
5437,2045.5,4,100000,
5438,2750.5,4,100000,
5439,2447,4,100000,
5440,2149,4,100000,
5441,2910,4,100000,
5442,2630.5,4,100000,
5443,2325.5,4,100000,
5444,2217.5,4,100000,
5445,2767,4,100000,
5446,2477.5,4,100000,
5447,2243.5,4,100000,
5448,2905,4,100000,
5449,2623.5,4,100000,
5450,2304.5,4,100000,
5451,2074,4,100000,
5452,2749,4,100000,
5453,3480.5,4,100000,
5454,2208.5,4,100000,
5455,2877,4,100000,
5456,2589,4,100000,
5457,2369,4,100000,
5458,2049,4,100000,
5459,2741,4,100000,
5460,2444,4,100000,
5461,2180.5,4,100000,
5462,2847,4,100000,
5463,3560,4,100000,
5464,3273.5,4,100000,
5465,4047.5,4,100000,
5466,2741,4,100000,
5467,2489,4,100000,
5468,3162,4,100000,
5469,2880,4,100000,
5470,2640,4,100000,
5471,2315.5,4,100000,
5472,2045.5,4,100000,
5473,2747,4,100000,
5474,2444,4,100000,
5475,3132.5,4,100000,
5476,2890.5,4,100000,
5477,2771,4,100000,
5478,2468.5,4,100000,
5479,2991.5,4,100000,
5480,2752,4,100000,
5481,2453,4,100000,
5482,2162,4,100000,
5483,2874.5,4,100000,
5484,2597,4,100000,
5485,2322.5,4,100000,
5486,2030.5,4,100000,
5487,2718.5,4,100000,
5488,2455,4,100000,
5489,2183.5,4,100000,
5490,2888.5,4,100000,
5491,2617.5,4,100000,
5492,2310.5,4,100000,
5493,2080,4,100000,
5494,2885,4,100000,
5495,2462,4,100000,
5496,2146.5,4,100000,
5497,3043.5,4,100000,
5498,2582.5,4,100000,
5499,2367,4,100000,
5500,3008.5,4,100000,
5501,3721,4,100000,
5502,2484,4,100000,
5503,2201,4,100000,
5504,2865,4,100000,
5505,2635,4,100000,
5506,2362,4,100000,
5507,3053.5,4,100000,
5508,2745.5,4,100000,
5509,2536.5,4,100000,
5510,2266,4,100000,
5511,3443,4,100000,
5512,2712,4,100000,
5513,2460,4,100000,
5514,3169.5,4,100000,
5515,2841,4,100000,
5516,2625,4,100000,
5517,2362,4,100000,
5518,2079,4,100000,
5519,2806.5,4,100000,
5520,2544,4,100000,
5521,2233.5,4,100000,
5522,2029,4,100000,
5523,2711,4,100000,
5524,2427.5,4,100000,
5525,2113.5,4,100000,
5526,21637,4,100000,
5527,2776.5,4,100000,
5528,2343.5,4,100000,
5529,2131.5,4,100000,
5530,2791.5,4,100000,
5531,2505.5,4,100000,
5532,3258.5,4,100000,
5533,2030.5,4,100000,
5534,2702.5,4,100000,
5535,2493.5,4,100000,
5536,2240,4,100000,
5537,2929,4,100000,
5538,2720.5,4,100000,
5539,2472.5,4,100000,
5540,2190.5,4,100000,
5541,2944,4,100000,
5542,2865.5,4,100000,
5543,2409,4,100000,
5544,2141,4,100000,
5545,2891,4,100000,
5546,2634.5,4,100000,
5547,2358,4,100000,
5548,2102,4,100000,
5549,2845,4,100000,
5550,2581,4,100000,
5551,2313,4,100000,
5552,3018,4,100000,
5553,2731.5,4,100000,
5554,3448.5,4,100000,
5555,2223.5,4,100000,
5556,3150.5,4,100000,
5557,2645,4,100000,
5558,2382.5,4,100000,
5559,2132,4,100000,
5560,2834.5,4,100000,
5561,3550,4,100000,
5562,2313,4,100000,
5563,2971,4,100000,
5564,2686,4,100000,
5565,2473.5,4,100000,
5566,3144,4,100000,
5567,2905.5,4,100000,
5568,2634,4,100000,
5569,2339.5,4,100000,
5570,2089.5,4,100000,
5571,2781.5,4,100000,
5572,2476.5,4,100000,
5573,2202,4,100000,
5574,2929,4,100000,
5575,2636.5,4,100000,
5576,2349,4,100000,
5577,3248,4,100000,
5578,2927.5,4,100000,
5579,2507,4,100000,
5580,2244,4,100000,
5581,2943,4,100000,
5582,2659.5,4,100000,
5583,2539.5,4,100000,
5584,2086,4,100000,
5585,3784,4,100000,
5586,2527,4,100000,
5587,2287.5,4,100000,
5588,1946,4,100000,
5589,2678,4,100000,
5590,2429.5,4,100000,
5591,2155,4,100000,
5592,2834,4,100000,
5593,2550,4,100000,
5594,2502,4,100000,
5595,NULL,4,100000,
5596,3003,4,100000,
5597,2466,4,100000,
5598,2246,4,100000,
5599,2895.5,4,100000,
5600,2638.5,4,100000,
5601,2483,4,100000,
5602,2140,4,100000,
5603,2868,4,100000,
5604,2625,4,100000,
5605,2364,4,100000,
5606,3090,4,100000,
5607,2832,4,100000,
5608,2545,4,100000,
5609,2267,4,100000,
5610,2006,4,100000,
5611,2694,4,100000,
5612,2428,4,100000,
5613,2165.5,4,100000,
5614,2863,4,100000,
5615,2587.5,4,100000,
5616,2264,4,100000,
5617,2022,4,100000,
5618,2786.5,4,100000,
5619,2494,4,100000,
5620,2218,4,100000,
5621,1950.5,4,100000,
5622,2633.5,4,100000,
5623,3368.5,4,100000,
5624,3058.5,4,100000,
5625,2782,4,100000,
5626,2452,4,100000,
5627,2212.5,4,100000,
5628,2147.5,4,100000,
5629,2661,4,100000,
5630,2405.5,4,100000,
5631,2122.5,4,100000,
5632,2824,4,100000,
5633,2739,4,100000,
5634,2273.5,4,100000,
5635,2949.5,4,100000,
5636,2691,4,100000,
5637,3412.5,4,100000,
5638,2191,4,100000,
5639,2897,4,100000,
5640,2645.5,4,100000,
5641,2323.5,4,100000,
5642,2059,4,100000,
5643,2798,4,100000,
5644,2520,4,100000,
5645,3190,4,100000,
5646,2024.5,4,100000,
5647,3052.5,4,100000,
5648,2450.5,4,100000,
5649,2175,4,100000,
5650,2930.5,4,100000,
5651,2649,4,100000,
5652,2391,4,100000,
5653,2132,4,100000,
5654,2874,4,100000,
5655,2608.5,4,100000,
5656,2356.5,4,100000,
5657,2145,4,100000,
5658,2832,4,100000,
5659,2607,4,100000,
5660,2298,4,100000,
5661,2074.5,4,100000,
5662,2768,4,100000,
5663,2557,4,100000,
5664,2287,4,100000,
5665,3001.5,4,100000,
5666,25398.5,4,100000,
5667,2689,4,100000,
5668,2253.5,4,100000,
5669,2999.5,4,100000,
5670,2734.5,4,100000,
5671,2460,4,100000,
5672,2182,4,100000,
5673,2586.5,4,100000,
5674,2634,4,100000,
5675,2358,4,100000,
5676,3092,4,100000,
5677,2988.5,4,100000,
5678,2736.5,4,100000,
5679,2250.5,4,100000,
5680,3005.5,4,100000,
5681,2760,4,100000,
5682,2517,4,100000,
5683,2207.5,4,100000,
5684,2858.5,4,100000,
5685,2583,4,100000,
5686,2346.5,4,100000,
5687,2082,4,100000,
5688,2780.5,4,100000,
5689,2466,4,100000,
5690,3198,4,100000,
5691,1953,4,100000,
5692,2898,4,100000,
5693,2435.5,4,100000,
5694,2140,4,100000,
5695,2867,4,100000,
5696,2541,4,100000,
5697,2287.5,4,100000,
5698,2982.5,4,100000,
5699,2737,4,100000,
5700,2476,4,100000,
5701,2175,4,100000,
5702,2881,4,100000,
5703,2600.5,4,100000,
5704,2332,4,100000,
5705,3079,4,100000,
5706,2790,4,100000,
5707,2509,4,100000,
5708,2195.5,4,100000,
5709,2936,4,100000,
5710,2655.5,4,100000,
5711,2351.5,4,100000,
5712,2116.5,4,100000,
5713,2789,4,100000,
5714,2521.5,4,100000,
5715,2287,4,100000,
5716,2962,4,100000,
5717,2678,4,100000,
5718,2392.5,4,100000,
5719,2165.5,4,100000,
5720,2868,4,100000,
5721,2603,4,100000,
5722,3310,4,100000,
5723,2978,4,100000,
5724,2750.5,4,100000,
5725,2478,4,100000,
5726,NULL,4,100000,
5727,2973.5,4,100000,
5728,3684,4,100000,
5729,2390,4,100000,
5730,3096.5,4,100000,
5731,2862.5,4,100000,
5732,2628.5,4,100000,
5733,2527.5,4,100000,
5734,2039,4,100000,
5735,2760,4,100000,
5736,2501,4,100000,
5737,2368,4,100000,
5738,3659,4,100000,
5739,2689,4,100000,
5740,2448.5,4,100000,
5741,2130.5,4,100000,
5742,2843.5,4,100000,
5743,2580.5,4,100000,
5744,2313.5,4,100000,
5745,2007,4,100000,
5746,3730.5,4,100000,
5747,2458.5,4,100000,
5748,2255.5,4,100000,
5749,1966.5,4,100000,
5750,2641.5,4,100000,
5751,2389,4,100000,
5752,2099.5,4,100000,
5753,2787,4,100000,
5754,2479.5,4,100000,
5755,2260.5,4,100000,
5756,2938.5,4,100000,
5757,2653.5,4,100000,
5758,2427.5,4,100000,
5759,2128.5,4,100000,
5760,2829,4,100000,
5761,2556,4,100000,
5762,2342,4,100000,
5763,2077.5,4,100000,
5764,2724.5,4,100000,
5765,2516,4,100000,
5766,2481.5,4,100000,
5767,3203,4,100000,
5768,2738.5,4,100000,
5769,2463,4,100000,
5770,2215,4,100000,
5771,2950.5,4,100000,
5772,2682.5,4,100000,
5773,2408,4,100000,
5774,2139,4,100000,
5775,2881.5,4,100000,
5776,2769.5,4,100000,
5777,2343.5,4,100000,
5778,2093,4,100000,
5779,2818,4,100000,
5780,2540,4,100000,
5781,2268,4,100000,
5782,2017,4,100000,
5783,3294.5,4,100000,
5784,2482.5,4,100000,
5785,2219,4,100000,
5786,2924,4,100000,
5787,2696.5,4,100000,
5788,2421.5,4,100000,
5789,2145.5,4,100000,
5790,2844.5,4,100000,
5791,2564,4,100000,
5792,2298,4,100000,
5793,2039.5,4,100000,
5794,2751.5,4,100000,
5795,2457.5,4,100000,
5796,17983,4,100000,
5797,2880,4,100000,
5798,2602,4,100000,
5799,2330,4,100000,
5800,2984.5,4,100000,
5801,2730,4,100000,
5802,2450,4,100000,
5803,2155,4,100000,
5804,2887,4,100000,
5805,2595,4,100000,
5806,2298,4,100000,
5807,2025.5,4,100000,
5808,2771.5,4,100000,
5809,2465,4,100000,
5810,2185,4,100000,
5811,2886.5,4,100000,
5812,2597,4,100000,
5813,2345,4,100000,
5814,2094.5,4,100000,
5815,2773.5,4,100000,
5816,2527,4,100000,
5817,2226,4,100000,
5818,2967,4,100000,
5819,3658.5,4,100000,
5820,2423,4,100000,
5821,2129,4,100000,
5822,2789.5,4,100000,
5823,2570,4,100000,
5824,2408.5,4,100000,
5825,1955.5,4,100000,
5826,2669,4,100000,
5827,2405.5,4,100000,
5828,2388.5,4,100000,
5829,2814,4,100000,
5830,2550.5,4,100000,
5831,2257.5,4,100000,
5832,2160.5,4,100000,
5833,2705.5,4,100000,
5834,2424,4,100000,
5835,2142.5,4,100000,
5836,2841,4,100000,
5837,2601,4,100000,
5838,2342.5,4,100000,
5839,2039,4,100000,
5840,2771.5,4,100000,
5841,10671,4,100000,
5842,2191.5,4,100000,
5843,2923,4,100000,
5844,2602.5,4,100000,
5845,2322.5,4,100000,
5846,2263.5,4,100000,
5847,2798.5,4,100000,
5848,2516,4,100000,
5849,2243.5,4,100000,
5850,2976,4,100000,
5851,2664,4,100000,
5852,2433,4,100000,
5853,2124.5,4,100000,
5854,2837.5,4,100000,
5855,2550.5,4,100000,
5856,2284,4,100000,
5857,3007.5,4,100000,
5858,2939.5,4,100000,
5859,2503,4,100000,
5860,2207,4,100000,
5861,3011.5,4,100000,
5862,2803.5,4,100000,
5863,2334,4,100000,
5864,3191,4,100000,
5865,2769,4,100000,
5866,2537.5,4,100000,
5867,2244.5,4,100000,
5868,1991.5,4,100000,
5869,2907.5,4,100000,
5870,2232.5,4,100000,
5871,2210,4,100000,
5872,2905.5,4,100000,
5873,2766,4,100000,
5874,2872,4,100000,
5875,2017,4,100000,
5876,2890,4,100000,
5877,2408.5,4,100000,
5878,2133,4,100000,
5879,2850.5,4,100000,
5880,2534.5,4,100000,
5881,2421,4,100000,
5882,2974.5,4,100000,
5883,2687.5,4,100000,
5884,2381.5,4,100000,
5885,2089,4,100000,
5886,2822,4,100000,
5887,2517,4,100000,
5888,2271.5,4,100000,
5889,2932,4,100000,
5890,2643,4,100000,
5891,2345.5,4,100000,
5892,2094,4,100000,
5893,2728,4,100000,
5894,2429,4,100000,
5895,2187.5,4,100000,
5896,2873,4,100000,
5897,2573,4,100000,
5898,2361,4,100000,
5899,2076.5,4,100000,
5900,2917.5,4,100000,
5901,2426,4,100000,
5902,2179,4,100000,
5903,2866.5,4,100000,
5904,2556.5,4,100000,
5905,2307,4,100000,
5906,2981.5,4,100000,
5907,2683.5,4,100000,
5908,39730.5,4,100000,
5909,3087,4,100000,
5910,2994,4,100000,
5911,2538,4,100000,
5912,2255,4,100000,
5913,1966.5,4,100000,
5914,2924,4,100000,
5915,2443.5,4,100000,
5916,2152.5,4,100000,
5917,2842.5,4,100000,
5918,2585.5,4,100000,
5919,2281,4,100000,
5920,2000,4,100000,
5921,2712,4,100000,
5922,2416.5,4,100000,
5923,2337,4,100000,
5924,2834.5,4,100000,
5925,2516.5,4,100000,
5926,2250,4,100000,
5927,2954.5,4,100000,
5928,2677,4,100000,
5929,2372,4,100000,
5930,2098.5,4,100000,
5931,2792.5,4,100000,
5932,2509.5,4,100000,
5933,2234,4,100000,
5934,2942,4,100000,
5935,2650,4,100000,
5936,2371.5,4,100000,
5937,2080,4,100000,
5938,2809.5,4,100000,
5939,2511,4,100000,
5940,2293.5,4,100000,
5941,2926.5,4,100000,
5942,2651,4,100000,
5943,2410.5,4,100000,
5944,2136.5,4,100000,
5945,2875,4,100000,
5946,2557,4,100000,
5947,2288.5,4,100000,
5948,3004,4,100000,
5949,2681,4,100000,
5950,2391,4,100000,
5951,2103.5,4,100000,
5952,2776,4,100000,
5953,2707,4,100000,
5954,3216.5,4,100000,
5955,2984,4,100000,
5956,2620,4,100000,
5957,2396,4,100000,
5958,2055,4,100000,
5959,2776.5,4,100000,
5960,2512,4,100000,
5961,2191.5,4,100000,
5962,2922.5,4,100000,
5963,2639.5,4,100000,
5964,3275,4,100000,
5965,2048,4,100000,
5966,3097.5,4,100000,
5967,2479,4,100000,
5968,2175,4,100000,
5969,2893,4,100000,
5970,2628,4,100000,
5971,2339,4,100000,
5972,2039,4,100000,
5973,2900,4,100000,
5974,9278,4,100000,
5975,2201,4,100000,
5976,3121.5,4,100000,
5977,2687,4,100000,
5978,2402.5,4,100000,
5979,2180.5,4,100000,
5980,2867.5,4,100000,
5981,2767,4,100000,
5982,2355,4,100000,
5983,2113.5,4,100000,
5984,2749.5,4,100000,
5985,2455.5,4,100000,
5986,2222,4,100000,
5987,2912,4,100000,
5988,2601,4,100000,
5989,2137,4,100000,
5990,3026.5,4,100000,
5991,2799.5,4,100000,
5992,2508.5,4,100000,
5993,2217.5,4,100000,
5994,2933,4,100000,
5995,3615.5,4,100000,
5996,2346.5,4,100000,
5997,2066.5,4,100000,
5998,2803.5,4,100000,
5999,2505.5,4,100000,
6000,3184,4,100000,
6001,2916.5,4,100000,
6002,3727,4,100000,
6003,2313.5,4,100000,
6004,2977.5,4,100000,
6005,2718.5,4,100000,
6006,2618.5,4,100000,
6007,2137.5,4,100000,
6008,2864,4,100000,
6009,2574.5,4,100000,
6010,2285.5,4,100000,
6011,3003.5,4,100000,
6012,3299.5,4,100000,
6013,2417,4,100000,
6014,2116,4,100000,
6015,1878,4,100000,
6016,2579.5,4,100000,
6017,2284.5,4,100000,
6018,2041,4,100000,
6019,2714,4,100000,
6020,2416.5,4,100000,
6021,3128,4,100000,
6022,2841.5,4,100000,
6023,2719.5,4,100000,
6024,2243.5,4,100000,
6025,2963.5,4,100000,
6026,2668,4,100000,
6027,2426.5,4,100000,
6028,2143.5,4,100000,
6029,2822.5,4,100000,
6030,2773.5,4,100000,
6031,2313,4,100000,
6032,2167,4,100000,
6033,2688,4,100000,
6034,2436.5,4,100000,
6035,3123,4,100000,
6036,3016.5,4,100000,
6037,2610,4,100000,
6038,2521,4,100000,
6039,2040,4,100000,
6040,2899,4,100000,
6041,3467.5,4,100000,
6042,2209.5,4,100000,
6043,3099,4,100000,
6044,2639,4,100000,
6045,2366,4,100000,
6046,2106.5,4,100000,
6047,2829,4,100000,
6048,3500,4,100000,
6049,2259,4,100000,
6050,3020.5,4,100000,
6051,2711,4,100000,
6052,3397.5,4,100000,
6053,2113.5,4,100000,
6054,2847.5,4,100000,
6055,2538.5,4,100000,
6056,2272,4,100000,
6057,2416.5,4,100000,
6058,2746,4,100000,
6059,2453,4,100000,
6060,2199,4,100000,
6061,2909.5,4,100000,
6062,2617,4,100000,
6063,2406,4,100000,
6064,2128,4,100000,
6065,2780.5,4,100000,
6066,2777.5,4,100000,
6067,2326.5,4,100000,
6068,2053.5,4,100000,
6069,2736.5,4,100000,
6070,2521,4,100000,
6071,2234,4,100000,
6072,2886.5,4,100000,
6073,2865.5,4,100000,
6074,2354.5,4,100000,
6075,2048.5,4,100000,
6076,2998.5,4,100000,
6077,2740.5,4,100000,
6078,2281.5,4,100000,
6079,2006.5,4,100000,
6080,2727,4,100000,
6081,2446,4,100000,
6082,2333,4,100000,
6083,2905,4,100000,
6084,2624.5,4,100000,
6085,2365,4,100000,
6086,3113.5,4,100000,
6087,2855,4,100000,
6088,2446.5,4,100000,
6089,2318,4,100000,
6090,2116.5,4,100000,
6091,2811.5,4,100000,
6092,2536,4,100000,
6093,3427.5,4,100000,
6094,2042,4,100000,
6095,2795,4,100000,
6096,2479,4,100000,
6097,2262.5,4,100000,
6098,1994,4,100000,
6099,2735,4,100000,
6100,2454.5,4,100000,
6101,2152,4,100000,
6102,2874,4,100000,
6103,3564,4,100000,
6104,2329,4,100000,
6105,2042,4,100000,
6106,2767.5,4,100000,
6107,2634,4,100000,
6108,14864,4,100000,
6109,2877.5,4,100000,
6110,20151,4,100000,
6111,37457.5,4,100000,
6112,51092,4,100000,
6113,2774.5,4,100000,
6114,21245.5,4,100000,
6115,12016.5,4,100000,
6116,2951,4,100000,
6117,12409.5,4,100000,
6118,8238,4,100000,
6119,66617,4,100000,
6120,18431.5,4,100000,
6121,2746.5,4,100000,
6122,26664,4,100000,
6123,29330,4,100000,
6124,2859.5,4,100000,
6125,33610,4,100000,
6126,53100.5,4,100000,
6127,3053.5,4,100000,
6128,31468.5,4,100000,
6129,8400.5,4,100000,
6130,31293.5,4,100000,
6131,2772.5,4,100000,
6132,3404,4,100000,
6133,2935.5,4,100000,
6134,2641.5,4,100000,
6135,2578,4,100000,
6136,3101,4,100000,
6137,2834.5,4,100000,
6138,2598.5,4,100000,
6139,3267.5,4,100000,
6140,2984.5,4,100000,
6141,2715,4,100000,
6142,2428.5,4,100000,
6143,3180.5,4,100000,
6144,2838.5,4,100000,
6145,2583,4,100000,
6146,2293.5,4,100000,
6147,2035.5,4,100000,
6148,2758,4,100000,
6149,2474,4,100000,
6150,2199.5,4,100000,
6151,1931,4,100000,
6152,2661,4,100000,
6153,2395.5,4,100000,
6154,2060.5,4,100000,
6155,2807,4,100000,
6156,2552,4,100000,
6157,2252.5,4,100000,
6158,2014.5,4,100000,
6159,2698.5,4,100000,
6160,4409,4,100000,
6161,2123,4,100000,
6162,2837.5,4,100000,
6163,2560,4,100000,
6164,2269.5,4,100000,
6165,3014.5,4,100000,
6166,2914,4,100000,
6167,2489,4,100000,
6168,2175.5,4,100000,
6169,2909,4,100000,
6170,2627,4,100000,
6171,2380.5,4,100000,
6172,2063,4,100000,
6173,2770,4,100000,
6174,2541.5,4,100000,
6175,2232.5,4,100000,
6176,3091.5,4,100000,
6177,2885.5,4,100000,
6178,2426,4,100000,
6179,2107.5,4,100000,
6180,2840.5,4,100000,
6181,2578,4,100000,
6182,2303,4,100000,
6183,3028,4,100000,
6184,2743.5,4,100000,
6185,2437,4,100000,
6186,2167,4,100000,
6187,2921,4,100000,
6188,2662,4,100000,
6189,2398.5,4,100000,
6190,2095,4,100000,
6191,2998.5,4,100000,
6192,2563.5,4,100000,
6193,2302.5,4,100000,
6194,2092.5,4,100000,
6195,2784,4,100000,
6196,2522,4,100000,
6197,2253,4,100000,
6198,2038.5,4,100000,
6199,2721.5,4,100000,
6200,3701,4,100000,
6201,2182,4,100000,
6202,2899,4,100000,
6203,2687,4,100000,
6204,2407.5,4,100000,
6205,2298.5,4,100000,
6206,2835.5,4,100000,
6207,2535,4,100000,
6208,2238,4,100000,
6209,3108,4,100000,
6210,2658.5,4,100000,
6211,2363.5,4,100000,
6212,2236,4,100000,
6213,2798,4,100000,
6214,2718.5,4,100000,
6215,2214.5,4,100000,
6216,2870,4,100000,
6217,2662.5,4,100000,
6218,2367,4,100000,
6219,2066.5,4,100000,
6220,2974.5,4,100000,
6221,33963.5,4,100000,
6222,2203.5,4,100000,
6223,2949.5,4,100000,
6224,2657.5,4,100000,
6225,2340.5,4,100000,
6226,2058,4,100000,
6227,2980,4,100000,
6228,3444.5,4,100000,
6229,2367,4,100000,
6230,2890.5,4,100000,
6231,2779,4,100000,
6232,2298,4,100000,
6233,2028,4,100000,
6234,2739.5,4,100000,
6235,2627,4,100000,
6236,2142,4,100000,
6237,3063,4,100000,
6238,2614,4,100000,
6239,2370,4,100000,
6240,2227,4,100000,
6241,2723.5,4,100000,
6242,2671.5,4,100000,
6243,2238,4,100000,
6244,3099,4,100000,
6245,6871,4,100000,
6246,3440,4,100000,
6247,1993,4,100000,
6248,2688,4,100000,
6249,2442.5,4,100000,
6250,2328,4,100000,
6251,2856,4,100000,
6252,2519,4,100000,
6253,2277,4,100000,
6254,2964,4,100000,
6255,2732.5,4,100000,
6256,2404,4,100000,
6257,3085.5,4,100000,
6258,2830.5,4,100000,
6259,2740.5,4,100000,
6260,2216,4,100000,
6261,2979,4,100000,
6262,2687.5,4,100000,
6263,2391,4,100000,
6264,2332,4,100000,
6265,2851.5,4,100000,
6266,2561,4,100000,
6267,2279,4,100000,
6268,2959.5,4,100000,
6269,3642,4,100000,
6270,2348.5,4,100000,
6271,2225,4,100000,
6272,2745.5,4,100000,
6273,2597,4,100000,
6274,3161.5,4,100000,
6275,2022,4,100000,
6276,2511,4,100000,
6277,3374,4,100000,
6278,2907,4,100000,
6279,2613,4,100000,
6280,3362.5,4,100000,
6281,3240,4,100000,
6282,2748.5,4,100000,
6283,2670.5,4,100000,
6284,3159,4,100000,
6285,2022.5,4,100000,
6286,3245.5,4,100000,
6287,2372,4,100000,
6288,2233.5,4,100000,
6289,2751,4,100000,
6290,2534,4,100000,
6291,3222.5,4,100000,
6292,1997.5,4,100000,
6293,2695,4,100000,
6294,2485.5,4,100000,
6295,2217.5,4,100000,
6296,2905.5,4,100000,
6297,2693,4,100000,
6298,2426.5,4,100000,
6299,3122,4,100000,
6300,2859,4,100000,
6301,2642.5,4,100000,
6302,2370.5,4,100000,
6303,2087.5,4,100000,
6304,2858,4,100000,
6305,2594,4,100000,
6306,2336.5,4,100000,
6307,2087.5,4,100000,
6308,2784,4,100000,
6309,2501,4,100000,
6310,3245.5,4,100000,
6311,2015.5,4,100000,
6312,2714.5,4,100000,
6313,2453.5,4,100000,
6314,2228,4,100000,
6315,2923.5,4,100000,
6316,2646,4,100000,
6317,2365.5,4,100000,
6318,2170,4,100000,
6319,2850,4,100000,
6320,2656.5,4,100000,
6321,2313,4,100000,
6322,2044,4,100000,
6323,2752,4,100000,
6324,2486,4,100000,
6325,3162,4,100000,
6326,2940,4,100000,
6327,2619.5,4,100000,
6328,2487.5,4,100000,
6329,3196.5,4,100000,
6330,2928.5,4,100000,
6331,2826.5,4,100000,
6332,2158.5,4,100000,
6333,2878,4,100000,
6334,2558.5,4,100000,
6335,2290,4,100000,
6336,2989.5,4,100000,
6337,2730,4,100000,
6338,2425,4,100000,
6339,2297.5,4,100000,
6340,3097.5,4,100000,
6341,2573.5,4,100000,
6342,2274,4,100000,
6343,2998.5,4,100000,
6344,2730,4,100000,
6345,2438.5,4,100000,
6346,2135.5,4,100000,
6347,3165.5,4,100000,
6348,2564,4,100000,
6349,2275,4,100000,
6350,2081.5,4,100000,
6351,2843.5,4,100000,
6352,2347,4,100000,
6353,2124.5,4,100000,
6354,2802.5,4,100000,
6355,2531,4,100000,
6356,2174.5,4,100000,
6357,2876,4,100000,
6358,2580,4,100000,
6359,37696.5,4,100000,
6360,2071,4,100000,
6361,3928,4,100000,
6362,37418,4,100000,
6363,2288.5,4,100000,
6364,3123,4,100000,
6365,2664.5,4,100000,
6366,2500.5,4,100000,
6367,3154.5,4,100000,
6368,2858.5,4,100000,
6369,2641,4,100000,
6370,2358,4,100000,
6371,2087,4,100000,
6372,2840.5,4,100000,
6373,2534.5,4,100000,
6374,2247.5,4,100000,
6375,3136,4,100000,
6376,2718,4,100000,
6377,3039,4,100000,
6378,2177.5,4,100000,
6379,2916.5,4,100000,
6380,2627,4,100000,
6381,2554,4,100000,
6382,2076.5,4,100000,
6383,2811.5,4,100000,
6384,2521.5,4,100000,
6385,2254,4,100000,
6386,2028.5,4,100000,
6387,2710.5,4,100000,
6388,2447,4,100000,
6389,2218,4,100000,
6390,2037,4,100000,
6391,2682.5,4,100000,
6392,2362,4,100000,
6393,3098,4,100000,
6394,2811,4,100000,
6395,2570.5,4,100000,
6396,3250.5,4,100000,
6397,2953,4,100000,
6398,2665,4,100000,
6399,2406.5,4,100000,
6400,2141.5,4,100000,
6401,2889,4,100000,
6402,2617,4,100000,
6403,2325,4,100000,
6404,2070.5,4,100000,
6405,2819.5,4,100000,
6406,2558.5,4,100000,
6407,2275,4,100000,
6408,2008.5,4,100000,
6409,2749.5,4,100000,
6410,2483,4,100000,
6411,2236.5,4,100000,
6412,2964.5,4,100000,
6413,2699,4,100000,
6414,2439.5,4,100000,
6415,2221.5,4,100000,
6416,2917.5,4,100000,
6417,2667.5,4,100000,
6418,2441,4,100000,
6419,2171,4,100000,
6420,2872,4,100000,
6421,2592.5,4,100000,
6422,2806.5,4,100000,
6423,3205,4,100000,
6424,2788,4,100000,
6425,2574,4,100000,
6426,2297,4,100000,
6427,3052,4,100000,
6428,2735,4,100000,
6429,2519,4,100000,
6430,2227,4,100000,
6431,1935.5,4,100000,
6432,2792.5,4,100000,
6433,2380.5,4,100000,
6434,2098,4,100000,
6435,2816,4,100000,
6436,2525.5,4,100000,
6437,2241.5,4,100000,
6438,1976,4,100000,
6439,2693,4,100000,
6440,2411,4,100000,
6441,3122,4,100000,
6442,2835.5,4,100000,
6443,2584,4,100000,
6444,2492.5,4,100000,
6445,2017,4,100000,
6446,2721.5,4,100000,
6447,2433,4,100000,
6448,2226,4,100000,
6449,2892,4,100000,
6450,2607.5,4,100000,
6451,3326.5,4,100000,
6452,3042.5,4,100000,
6453,2770.5,4,100000,
6454,2539.5,4,100000,
6455,2278.5,4,100000,
6456,2943.5,4,100000,
6457,2651,4,100000,
6458,3394.5,4,100000,
6459,2136.5,4,100000,
6460,2794.5,4,100000,
6461,2573.5,4,100000,
6462,3242,4,100000,
6463,NULL,4,100000,
6464,2739,4,100000,
6465,2661,4,100000,
6466,2184.5,4,100000,
6467,2911.5,4,100000,
6468,2641,4,100000,
6469,2347,4,100000,
6470,2050.5,4,100000,
6471,2777.5,4,100000,
6472,8419,4,100000,
6473,2400.5,4,100000,
6474,2964,4,100000,
6475,2894,4,100000,
6476,2393.5,4,100000,
6477,3136.5,4,100000,
6478,2839,4,100000,
6479,2571.5,4,100000,
6480,2281,4,100000,
